,File Name,Date,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District,Year,Month,Day,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
111,MOD15A2H_006_Lai_500m_doy2002001_aid0011,2002-01-01,0.1,2.0,0.32735559999999997,0.16783800000000001,0.028169599999999996,0.4,0.7,0.3,0.1,0.2,AJMER,2002,1,1,41551,75770,1.8235421530167744
112,MOD15A2H_006_Lai_500m_doy2003001_aid0011,2003-01-01,0.1,1.7,0.2196698,0.07786950000000001,0.0060637,0.2,0.2,0.2,0.2,0.2,AJMER,2003,1,1,11244,23077,2.0523834934187124
113,MOD15A2H_006_Lai_500m_doy2004001_aid0011,2004-01-01,0.1,1.6,0.2847808,0.11740969999999999,0.013784999999999999,0.3,0.4,0.3,0.1,0.2,AJMER,2004,1,1,21595,42225,1.9553137300301
114,MOD15A2H_006_Lai_500m_doy2005001_aid0011,2005-01-01,0.0,2.0,0.3341024,0.2096552,0.0439553,0.4,0.7,0.3,0.0,0.2,AJMER,2005,1,1,25457,52533,2.0635974388183995
115,MOD15A2H_006_Lai_500m_doy2006001_aid0011,2006-01-01,0.1,2.5,0.3403184,0.16801470000000002,0.028228899999999998,0.4,0.7,0.3,0.1,0.2,AJMER,2006,1,1,23544,31307,1.3297230716955488
116,MOD15A2H_006_Lai_500m_doy2007001_aid0011,2007-01-01,0.0,1.9,0.3273255,0.17816949999999998,0.0317444,0.4,0.7,0.3,0.0,0.2,AJMER,2007,1,1,30011,84048,2.8005731231881645
117,MOD15A2H_006_Lai_500m_doy2008001_aid0011,2008-01-01,0.1,2.0,0.267781,0.1173933,0.0137812,0.3,0.4,0.2,0.1,0.2,AJMER,2008,1,1,21909,52373,2.3904787986672145
118,MOD15A2H_006_Lai_500m_doy2009001_aid0011,2009-01-01,0.1,1.9,0.3018638,0.1478997,0.0218743,0.3,0.4,0.3,0.1,0.2,AJMER,2009,1,1,16605,37499,2.258295694068052
119,MOD15A2H_006_Lai_500m_doy2010001_aid0011,2010-01-01,0.1,2.2,0.2316605,0.11394580000000001,0.012983600000000001,0.2,0.2,0.2,0.2,0.2,AJMER,2010,1,1,8761,21653,2.4715215158086976
120,MOD15A2H_006_Lai_500m_doy2010001_aid0011,2010-01-01,0.1,2.2,0.2316605,0.11394580000000001,0.012983600000000001,0.2,0.2,0.2,0.2,0.2,AJMER,2010,1,1,8761,21653,2.4715215158086976
121,MOD15A2H_006_Lai_500m_doy2001001_aid0012,2001-01-01,0.1,6.8,0.6699624,0.3247414,0.105457,0.9,1.6,0.7,0.1,0.4,ALWAR,2001,1,1,202992,724108,3.5671750610861515
122,MOD15A2H_006_Lai_500m_doy2002001_aid0012,2002-01-01,0.1,1.7,0.6178563,0.2954195,0.0872727,0.8,1.5,0.6,0.1,0.3,ALWAR,2002,1,1,174090,529816,3.0433453960595096
123,MOD15A2H_006_Lai_500m_doy2003001_aid0012,2003-01-01,0.0,7.0,0.642459,0.40722909999999996,0.1658355,0.9,1.8,0.6,0.0,0.3,ALWAR,2003,1,1,181459,571450,3.1491962371665223
124,MOD15A2H_006_Lai_500m_doy2004001_aid0012,2004-01-01,0.0,2.3,0.7829050999999999,0.36114409999999997,0.1304251,1.0,1.7,0.7,0.0,0.5,ALWAR,2004,1,1,188108,648794,3.4490505454313483
125,MOD15A2H_006_Lai_500m_doy2005001_aid0012,2005-01-01,0.1,4.4,0.962518,0.4503356,0.20280209999999999,1.3,2.3,1.0,0.1,0.6,ALWAR,2005,1,1,157411,511753,3.2510625051616473
126,MOD15A2H_006_Lai_500m_doy2006001_aid0012,2006-01-01,0.1,2.5,0.85772,0.41534609999999994,0.1725124,1.1,2.0,0.8,0.1,0.5,ALWAR,2006,1,1,159468,492657,3.089378433290692
127,MOD15A2H_006_Lai_500m_doy2007001_aid0012,2007-01-01,0.1,3.7,0.8211072,0.4191531,0.1756893,1.1,2.0,0.8,0.1,0.5,ALWAR,2007,1,1,180515,641964,3.55629172090962
128,MOD15A2H_006_Lai_500m_doy2008001_aid0012,2008-01-01,0.1,1.9,0.6427853,0.2994047,0.0896432,0.9,1.8,0.7,0.1,0.3,ALWAR,2008,1,1,191440,669054,3.4948495612202257
129,MOD15A2H_006_Lai_500m_doy2009001_aid0012,2009-01-01,0.1,2.6,0.9247075000000001,0.4175848,0.174377,1.2,2.1,1.0,0.1,0.6,ALWAR,2009,1,1,170172,688076,4.043414897868041
130,MOD15A2H_006_Lai_500m_doy2010001_aid0012,2010-01-01,0.1,6.4,0.9866571,0.5344279000000001,0.2856132,1.4,2.7,1.0,0.1,0.5,ALWAR,2010,1,1,192800,722874,3.7493464730290467
131,MOD15A2H_006_Lai_500m_doy2010001_aid0012,2010-01-01,0.1,6.4,0.9866571,0.5344279000000001,0.2856132,1.4,2.7,1.0,0.1,0.5,ALWAR,2010,1,1,192800,722874,3.7493464730290467
132,MOD15A2H_006_Lai_500m_doy2001001_aid0013,2001-01-01,0.1,2.5,0.3844317,0.1973578,0.038950099999999994,0.5,0.8,0.3,0.1,0.3,BANSWARA,2001,1,1,35623,49590,1.3920781517558878
133,MOD15A2H_006_Lai_500m_doy2002001_aid0013,2002-01-01,0.1,5.6,0.4633575,0.3275926,0.10731689999999999,0.5,0.8,0.3,0.1,0.3,BANSWARA,2002,1,1,55509,111895,2.0157992397629214
134,MOD15A2H_006_Lai_500m_doy2003001_aid0013,2003-01-01,0.1,5.1,0.4496245,0.31187309999999996,0.09726489999999999,0.5,0.8,0.3,0.1,0.3,BANSWARA,2003,1,1,49390,73141,1.4808868191941689
135,MOD15A2H_006_Lai_500m_doy2004001_aid0013,2004-01-01,0.0,6.6,0.5181335,0.3095426,0.0958166,0.7,1.3,0.5,0.0,0.3,BANSWARA,2004,1,1,69513,140615,2.0228590335620678
136,MOD15A2H_006_Lai_500m_doy2005001_aid0013,2005-01-01,0.0,4.1,0.5109991,0.3175527,0.10083969999999999,0.6,1.0,0.5,0.0,0.3,BANSWARA,2005,1,1,77545,160663,2.071867947643304
137,MOD15A2H_006_Lai_500m_doy2006001_aid0013,2006-01-01,0.0,3.4,0.5241034999999999,0.26371740000000005,0.0695469,0.6,1.0,0.5,0.0,0.3,BANSWARA,2006,1,1,82190,162053,1.9716875532303202
138,MOD15A2H_006_Lai_500m_doy2007001_aid0013,2007-01-01,0.0,6.4,0.5944729999999999,0.3323065,0.1104276,0.7,1.3,0.6,0.0,0.3,BANSWARA,2007,1,1,85835,160011,1.8641696277742181
139,MOD15A2H_006_Lai_500m_doy2008001_aid0013,2008-01-01,0.0,3.7,0.5106025,0.266707,0.0711326,0.6,1.0,0.5,0.0,0.3,BANSWARA,2008,1,1,90801,183398,2.01977951784672
140,MOD15A2H_006_Lai_500m_doy2009001_aid0013,2009-01-01,0.0,4.6,0.5562273,0.33467359999999996,0.11200639999999998,0.7,1.3,0.5,0.0,0.3,BANSWARA,2009,1,1,76116,118511,1.5569788217983078
141,MOD15A2H_006_Lai_500m_doy2010001_aid0013,2010-01-01,0.0,6.8,0.7639608,0.5135105999999999,0.2636932,1.0,2.0,0.7,0.0,0.3,BANSWARA,2010,1,1,80466,161762,2.010314915616534
142,MOD15A2H_006_Lai_500m_doy2010001_aid0013,2010-01-01,0.0,6.8,0.7639608,0.5135105999999999,0.2636932,1.0,2.0,0.7,0.0,0.3,BANSWARA,2010,1,1,80466,161762,2.010314915616534
143,MOD15A2H_006_Lai_500m_doy2001001_aid0014,2001-01-01,0.1,6.3,0.7930509,0.43493000000000004,0.1891641,1.0,1.7,0.7,0.1,0.5,BARAN,2001,1,1,89194,186595,2.0920129156669733
144,MOD15A2H_006_Lai_500m_doy2002001_aid0014,2002-01-01,0.1,2.7,0.7258146,0.4151625,0.17235989999999998,1.0,1.9,0.7,0.1,0.4,BARAN,2002,1,1,67650,211353,3.1242128603104216
145,MOD15A2H_006_Lai_500m_doy2003001_aid0014,2003-01-01,0.1,2.9,0.43160699999999996,0.24969009999999997,0.062345199999999996,0.5,0.8,0.3,0.1,0.3,BARAN,2003,1,1,39064,121097,3.0999641613762035
146,MOD15A2H_006_Lai_500m_doy2004001_aid0014,2004-01-01,0.1,3.7,0.8199453999999999,0.504055,0.2540714,1.2,2.4,0.7,0.1,0.4,BARAN,2004,1,1,55314,132471,2.394890986007159
147,MOD15A2H_006_Lai_500m_doy2005001_aid0014,2005-01-01,0.1,6.5,1.0321745999999998,0.6881166999999999,0.47350459999999994,1.6,3.2,0.8,0.1,0.5,BARAN,2005,1,1,55154,156111,2.8304565398701818
148,MOD15A2H_006_Lai_500m_doy2006001_aid0014,2006-01-01,0.1,3.5,0.8549733,0.5145809,0.2647935,1.1,2.0,0.7,0.1,0.5,BARAN,2006,1,1,65062,199521,3.0666287541114627
149,MOD15A2H_006_Lai_500m_doy2007001_aid0014,2007-01-01,0.1,6.5,1.0150671999999998,0.7177872,0.5152185,1.4,2.7,0.8,0.1,0.5,BARAN,2007,1,1,85963,311235,3.620569314705164
150,MOD15A2H_006_Lai_500m_doy2008001_aid0014,2008-01-01,0.1,2.8,0.6621679,0.371762,0.138207,1.0,2.0,0.6,0.1,0.3,BARAN,2008,1,1,106699,350036,3.280593070225588
151,MOD15A2H_006_Lai_500m_doy2009001_aid0014,2009-01-01,0.1,6.5,0.9673927999999999,0.607097,0.36856679999999997,1.3,2.5,0.8,0.1,0.5,BARAN,2009,1,1,95802,346163,3.61331704974844
152,MOD15A2H_006_Lai_500m_doy2010001_aid0014,2010-01-01,0.1,6.8,1.1806896999999998,0.7953755,0.6326221,1.7,3.5,1.0,0.1,0.5,BARAN,2010,1,1,105609,397171,3.760768495109319
153,MOD15A2H_006_Lai_500m_doy2010001_aid0014,2010-01-01,0.1,6.8,1.1806896999999998,0.7953755,0.6326221,1.7,3.5,1.0,0.1,0.5,BARAN,2010,1,1,105609,397171,3.760768495109319
154,MOD15A2H_006_Lai_500m_doy2001001_aid0015,2001-01-01,0.1,2.1,0.19597879999999998,0.0680055,0.0046247,0.2,0.2,0.2,0.2,0.2,BARMER,2001,1,1,15363,36898,2.40174445095359
155,MOD15A2H_006_Lai_500m_doy2002001_aid0015,2002-01-01,0.1,1.3,0.1956586,0.049734600000000004,0.0024735,0.2,0.2,0.2,0.2,0.2,BARMER,2002,1,1,12344,34477,2.7930168502916395
156,MOD15A2H_006_Lai_500m_doy2003001_aid0015,2003-01-01,0.1,1.7,0.13689749999999998,0.07065679999999999,0.0049924,0.2,0.3,0.1,0.1,0.1,BARMER,2003,1,1,15840,42911,2.7090277777777776
157,MOD15A2H_006_Lai_500m_doy2004001_aid0015,2004-01-01,0.1,1.7,0.2256038,0.0762461,0.0058135,0.2,0.2,0.2,0.2,0.2,BARMER,2004,1,1,13124,20140,1.5345931118561411
158,MOD15A2H_006_Lai_500m_doy2005001_aid0015,2005-01-01,0.1,1.8,0.17802010000000001,0.0825622,0.0068165000000000005,0.2,0.3,0.2,0.1,0.1,BARMER,2005,1,1,12389,23465,1.89401888772298
159,MOD15A2H_006_Lai_500m_doy2006001_aid0015,2006-01-01,0.1,1.7,0.16513540000000002,0.0818819,0.006704600000000001,0.2,0.3,0.2,0.1,0.1,BARMER,2006,1,1,12158,10900,0.8965290343806547
160,MOD15A2H_006_Lai_500m_doy2007001_aid0015,2007-01-01,0.0,2.1,0.2227125,0.1014592,0.010294,0.2,0.2,0.2,0.2,0.2,BARMER,2007,1,1,18400,29406,1.5981521739130435
161,MOD15A2H_006_Lai_500m_doy2008001_aid0015,2008-01-01,0.1,1.4,0.19422609999999998,0.0741951,0.0055049,0.2,0.2,0.2,0.2,0.2,BARMER,2008,1,1,13813,22050,1.5963223050749291
162,MOD15A2H_006_Lai_500m_doy2009001_aid0015,2009-01-01,0.1,1.9,0.19698210000000002,0.0953117,0.009084299999999998,0.2,0.2,0.2,0.2,0.2,BARMER,2009,1,1,11467,9986,0.8708467777099503
163,MOD15A2H_006_Lai_500m_doy2010001_aid0015,2010-01-01,0.1,1.8,0.19172579999999997,0.09076870000000001,0.008239,0.2,0.2,0.2,0.2,0.2,BARMER,2010,1,1,15200,23127,1.5215131578947367
164,MOD15A2H_006_Lai_500m_doy2010001_aid0015,2010-01-01,0.1,1.8,0.19172579999999997,0.09076870000000001,0.008239,0.2,0.2,0.2,0.2,0.2,BARMER,2010,1,1,15200,23127,1.5215131578947367
165,MOD15A2H_006_Lai_500m_doy2001001_aid0016,2001-01-01,0.1,2.2,0.6508001999999999,0.25232289999999996,0.0636669,0.8,1.2,0.7,0.1,0.5,BHARATPUR,2001,1,1,171639,605340,3.5268208274343245
166,MOD15A2H_006_Lai_500m_doy2002001_aid0016,2002-01-01,0.1,2.0,0.689801,0.26661929999999995,0.0710859,0.9,1.5,0.7,0.1,0.5,BHARATPUR,2002,1,1,139114,473505,3.4037192518366237
167,MOD15A2H_006_Lai_500m_doy2003001_aid0016,2003-01-01,0.0,7.0,0.5924170999999999,0.4184768,0.1751228,0.9,1.8,0.5,0.0,0.3,BHARATPUR,2003,1,1,143611,472145,3.287665986588771
168,MOD15A2H_006_Lai_500m_doy2004001_aid0016,2004-01-01,0.1,3.0,0.8274171,0.34399609999999997,0.1183333,1.1,1.8,0.8,0.1,0.6,BHARATPUR,2004,1,1,142184,535114,3.7635317616609454
169,MOD15A2H_006_Lai_500m_doy2005001_aid0016,2005-01-01,0.1,3.4,1.2214469,0.4424273,0.1957419,1.6,2.5,1.3,0.1,1.0,BHARATPUR,2005,1,1,111319,324549,2.9154861254592657
170,MOD15A2H_006_Lai_500m_doy2006001_aid0016,2006-01-01,0.1,6.6,1.0610986999999998,0.43706999999999996,0.1910302,1.3,2.2,1.1,0.1,0.7,BHARATPUR,2006,1,1,119191,446796,3.7485716203404618
171,MOD15A2H_006_Lai_500m_doy2007001_aid0016,2007-01-01,0.1,2.6,0.8911110999999999,0.3502708,0.1226896,1.1,1.7,0.9,0.1,0.7,BHARATPUR,2007,1,1,147831,491178,3.3225642794813
172,MOD15A2H_006_Lai_500m_doy2008001_aid0016,2008-01-01,0.1,1.8,0.7202695,0.2824129,0.0797571,0.9,1.5,0.7,0.1,0.5,BHARATPUR,2008,1,1,157414,522525,3.3194315626310242
173,MOD15A2H_006_Lai_500m_doy2009001_aid0016,2009-01-01,0.1,6.7,1.2025622,0.5169971999999999,0.26728609999999997,1.5,2.4,1.2,0.1,0.9,BHARATPUR,2009,1,1,133758,551718,4.12474767864352
174,MOD15A2H_006_Lai_500m_doy2010001_aid0016,2010-01-01,0.1,6.9,1.4138972,0.6963104999999999,0.4848483,1.7,2.7,1.4,0.1,1.0,BHARATPUR,2010,1,1,160732,630274,3.9212726775004354
175,MOD15A2H_006_Lai_500m_doy2010001_aid0016,2010-01-01,0.1,6.9,1.4138972,0.6963104999999999,0.4848483,1.7,2.7,1.4,0.1,1.0,BHARATPUR,2010,1,1,160732,630274,3.9212726775004354
176,MOD15A2H_006_Lai_500m_doy2001001_aid0017,2001-01-01,0.1,3.0,0.36310490000000006,0.21546149999999997,0.0464237,0.4,0.7,0.3,0.1,0.2,BHILWARA,2001,1,1,50381,95371,1.892995375240666
177,MOD15A2H_006_Lai_500m_doy2002001_aid0017,2002-01-01,0.1,3.0,0.428775,0.24611020000000003,0.0605702,0.5,0.8,0.3,0.1,0.3,BHILWARA,2002,1,1,87685,193310,2.2045959970348408
178,MOD15A2H_006_Lai_500m_doy2003001_aid0017,2003-01-01,0.1,3.5,0.2556499,0.1177836,0.013872999999999998,0.3,0.4,0.2,0.1,0.2,BHILWARA,2003,1,1,24416,50783,2.079906618610747
179,MOD15A2H_006_Lai_500m_doy2004001_aid0017,2004-01-01,0.1,1.9,0.3277542,0.1639487,0.026879200000000002,0.4,0.7,0.3,0.1,0.2,BHILWARA,2004,1,1,46401,76846,1.6561281006874853
180,MOD15A2H_006_Lai_500m_doy2005001_aid0017,2005-01-01,0.0,3.2,0.48907619999999996,0.29639899999999997,0.08785239999999998,0.6,1.0,0.4,0.0,0.3,BHILWARA,2005,1,1,83389,215568,2.585089160440825
181,MOD15A2H_006_Lai_500m_doy2006001_aid0017,2006-01-01,0.1,2.9,0.43654129999999997,0.2036306,0.0414654,0.5,0.8,0.4,0.1,0.3,BHILWARA,2006,1,1,55997,118408,2.1145418504562743
182,MOD15A2H_006_Lai_500m_doy2007001_aid0017,2007-01-01,0.0,3.7,0.55887,0.2984748,0.08908719999999999,0.7,1.3,0.5,0.0,0.3,BHILWARA,2007,1,1,123813,389584,3.146551654511238
183,MOD15A2H_006_Lai_500m_doy2008001_aid0017,2008-01-01,0.1,1.9,0.37911659999999997,0.1760524,0.030994400000000002,0.4,0.5,0.3,0.2,0.3,BHILWARA,2008,1,1,81579,193729,2.3747410485541622
184,MOD15A2H_006_Lai_500m_doy2009001_aid0017,2009-01-01,0.1,3.4,0.40354559999999995,0.24862420000000002,0.061814,0.5,0.8,0.3,0.1,0.3,BHILWARA,2009,1,1,54375,143160,2.6328275862068966
185,MOD15A2H_006_Lai_500m_doy2010001_aid0017,2010-01-01,0.1,3.4,0.3346473,0.2017497,0.0407029,0.3,0.4,0.3,0.1,0.2,BHILWARA,2010,1,1,38384,103366,2.6929449770737808
186,MOD15A2H_006_Lai_500m_doy2010001_aid0017,2010-01-01,0.1,3.4,0.3346473,0.2017497,0.0407029,0.3,0.4,0.3,0.1,0.2,BHILWARA,2010,1,1,38384,103366,2.6929449770737808
187,MOD15A2H_006_Lai_500m_doy2001001_aid0018,2001-01-01,0.1,1.1,0.16086489999999998,0.068863,0.004742100000000001,0.2,0.3,0.2,0.1,0.1,BIKANER,2001,1,1,44656,49099,1.0994939089931923
188,MOD15A2H_006_Lai_500m_doy2002001_aid0018,2002-01-01,0.1,0.8,0.15830229999999998,0.0758418,0.005752,0.2,0.3,0.1,0.1,0.1,BIKANER,2002,1,1,44077,77209,1.7516845520339406
189,MOD15A2H_006_Lai_500m_doy2003001_aid0018,2003-01-01,0.1,0.7,0.11905510000000001,0.052842200000000006,0.0027923,0.1,0.1,0.1,0.1,0.1,BIKANER,2003,1,1,30794,50307,1.6336624017665782
190,MOD15A2H_006_Lai_500m_doy2004001_aid0018,2004-01-01,0.1,0.8,0.1448721,0.0722063,0.0052138,0.2,0.3,0.1,0.1,0.1,BIKANER,2004,1,1,35986,83088,2.3088979047407325
191,MOD15A2H_006_Lai_500m_doy2005001_aid0018,2005-01-01,0.1,1.0,0.1344747,0.0770113,0.0059307,0.1,0.1,0.1,0.1,0.1,BIKANER,2005,1,1,34880,73466,2.10625
192,MOD15A2H_006_Lai_500m_doy2006001_aid0018,2006-01-01,0.1,0.9,0.1422874,0.0791223,0.0062603,0.2,0.3,0.1,0.1,0.1,BIKANER,2006,1,1,50162,93503,1.8640205733423707
193,MOD15A2H_006_Lai_500m_doy2007001_aid0018,2007-01-01,0.1,1.8,0.1531513,0.10957539999999999,0.0120068,0.2,0.3,0.1,0.1,0.1,BIKANER,2007,1,1,52898,138027,2.6093046996105707
194,MOD15A2H_006_Lai_500m_doy2008001_aid0018,2008-01-01,0.1,0.7,0.1330235,0.07056230000000001,0.004979,0.1,0.1,0.1,0.1,0.1,BIKANER,2008,1,1,51684,72545,1.4036258803498178
195,MOD15A2H_006_Lai_500m_doy2009001_aid0018,2009-01-01,0.1,1.9,0.16845710000000003,0.13407239999999998,0.017975400000000002,0.2,0.3,0.1,0.1,0.1,BIKANER,2009,1,1,58932,141123,2.394675218896355
196,MOD15A2H_006_Lai_500m_doy2010001_aid0018,2010-01-01,0.1,1.1,0.1494223,0.1035951,0.0107319,0.2,0.3,0.1,0.1,0.1,BIKANER,2010,1,1,55947,98721,1.7645450158185425
197,MOD15A2H_006_Lai_500m_doy2010001_aid0018,2010-01-01,0.1,1.1,0.1494223,0.1035951,0.0107319,0.2,0.3,0.1,0.1,0.1,BIKANER,2010,1,1,55947,98721,1.7645450158185425
198,MOD15A2H_006_Lai_500m_doy2001001_aid0019,2001-01-01,0.1,2.5,0.6078758000000001,0.3747848,0.14046370000000002,0.8,1.5,0.5,0.1,0.3,BUNDI,2001,1,1,103745,259176,2.498202323003518
199,MOD15A2H_006_Lai_500m_doy2002001_aid0019,2002-01-01,0.1,3.3,0.5891392,0.3617132,0.1308364,0.7,1.3,0.5,0.1,0.3,BUNDI,2002,1,1,105005,307114,2.9247559640017142
200,MOD15A2H_006_Lai_500m_doy2003001_aid0019,2003-01-01,0.1,3.4,0.3773652,0.2422569,0.0586884,0.5,0.9,0.3,0.1,0.2,BUNDI,2003,1,1,65862,161579,2.4532962861741217
201,MOD15A2H_006_Lai_500m_doy2004001_aid0019,2004-01-01,0.1,3.5,0.6064908,0.4135294,0.1710066,0.8,1.5,0.5,0.1,0.3,BUNDI,2004,1,1,102994,264088,2.564110530710527
202,MOD15A2H_006_Lai_500m_doy2005001_aid0019,2005-01-01,0.0,6.3,0.9540736999999999,0.6623385,0.4386923,1.4,3.0,0.7,0.0,0.3,BUNDI,2005,1,1,81202,266007,3.2758675894682403
203,MOD15A2H_006_Lai_500m_doy2006001_aid0019,2006-01-01,0.1,3.9,0.7222725,0.4514396,0.2037977,1.0,2.0,0.6,0.1,0.3,BUNDI,2006,1,1,94861,287769,3.03358598370247
204,MOD15A2H_006_Lai_500m_doy2007001_aid0019,2007-01-01,0.1,6.8,0.8875656,0.6578755000000001,0.4328002,1.2,2.5,0.7,0.1,0.3,BUNDI,2007,1,1,111575,405515,3.634461124803944
205,MOD15A2H_006_Lai_500m_doy2008001_aid0019,2008-01-01,0.1,3.6,0.5723574,0.3223561,0.1039134,0.7,1.3,0.5,0.1,0.3,BUNDI,2008,1,1,129893,458279,3.5281269968358573
206,MOD15A2H_006_Lai_500m_doy2009001_aid0019,2009-01-01,0.1,6.3,0.7804595999999999,0.5008570999999999,0.2508578,1.1,2.3,0.7,0.1,0.3,BUNDI,2009,1,1,117809,429814,3.6483969815548902
207,MOD15A2H_006_Lai_500m_doy2010001_aid0019,2010-01-01,0.1,6.8,0.8499868,0.694332,0.482097,1.2,2.5,0.6,0.1,0.3,BUNDI,2010,1,1,107862,366088,3.3940405332739982
208,MOD15A2H_006_Lai_500m_doy2010001_aid0019,2010-01-01,0.1,6.8,0.8499868,0.694332,0.482097,1.2,2.5,0.6,0.1,0.3,BUNDI,2010,1,1,107862,366088,3.3940405332739982
209,MOD15A2H_006_Lai_500m_doy2001001_aid0021,2001-01-01,0.0,1.4,0.1427513,0.0674605,0.004550899999999999,0.2,0.3,0.1,0.0,0.1,CHURU,2001,1,1,17615,42306,2.4017030939540165
210,MOD15A2H_006_Lai_500m_doy2002001_aid0021,2002-01-01,0.1,1.0,0.1728092,0.0672572,0.0045235,0.2,0.3,0.2,0.1,0.1,CHURU,2002,1,1,11001,30726,2.7930188164712297
211,MOD15A2H_006_Lai_500m_doy2003001_aid0021,2003-01-01,0.1,1.4,0.114004,0.0564368,0.0031850999999999997,0.1,0.1,0.1,0.1,0.1,CHURU,2003,1,1,12191,33026,2.7090476581084406
212,MOD15A2H_006_Lai_500m_doy2004001_aid0021,2004-01-01,0.1,1.2,0.1473063,0.079037,0.0062469,0.2,0.3,0.1,0.1,0.1,CHURU,2004,1,1,11469,32044,2.7939663440578952
213,MOD15A2H_006_Lai_500m_doy2005001_aid0021,2005-01-01,0.1,1.6,0.1472744,0.10578980000000002,0.0111915,0.2,0.3,0.1,0.1,0.1,CHURU,2005,1,1,13071,37107,2.8388799632774844
214,MOD15A2H_006_Lai_500m_doy2006001_aid0021,2006-01-01,0.1,1.7,0.1536524,0.0722188,0.005215600000000001,0.2,0.3,0.1,0.1,0.1,CHURU,2006,1,1,16077,44397,2.7615226721403245
215,MOD15A2H_006_Lai_500m_doy2007001_aid0021,2007-01-01,0.1,1.4,0.1545116,0.09902310000000002,0.0098056,0.2,0.3,0.1,0.1,0.1,CHURU,2007,1,1,15743,26817,1.7034237438861717
216,MOD15A2H_006_Lai_500m_doy2008001_aid0021,2008-01-01,0.1,1.0,0.1529933,0.0707046,0.0049991,0.2,0.3,0.1,0.1,0.1,CHURU,2008,1,1,17651,22633,1.2822502974335732
217,MOD15A2H_006_Lai_500m_doy2009001_aid0021,2009-01-01,0.1,1.5,0.1851381,0.0997034,0.009940799999999998,0.2,0.3,0.2,0.1,0.1,CHURU,2009,1,1,17325,27853,1.6076767676767676
218,MOD15A2H_006_Lai_500m_doy2010001_aid0021,2010-01-01,0.1,1.5,0.163916,0.1227617,0.015070400000000001,0.2,0.3,0.1,0.1,0.1,CHURU,2010,1,1,22674,42534,1.8758930934109552
219,MOD15A2H_006_Lai_500m_doy2010001_aid0021,2010-01-01,0.1,1.5,0.163916,0.1227617,0.015070400000000001,0.2,0.3,0.1,0.1,0.1,CHURU,2010,1,1,22674,42534,1.8758930934109552
220,MOD15A2H_006_Lai_500m_doy2001001_aid0022,2001-01-01,0.1,3.6,0.5682605,0.2424216,0.0587682,0.7,1.1,0.5,0.1,0.4,DAUSA,2001,1,1,95200,270712,2.8436134453781516
221,MOD15A2H_006_Lai_500m_doy2002001_aid0022,2002-01-01,0.1,2.1,0.5558656999999999,0.2437674,0.0594226,0.7,1.3,0.5,0.1,0.3,DAUSA,2002,1,1,87432,291645,3.335678012626956
222,MOD15A2H_006_Lai_500m_doy2003001_aid0022,2003-01-01,0.1,4.0,0.5531549,0.35160690000000006,0.12362739999999998,0.7,1.3,0.5,0.1,0.3,DAUSA,2003,1,1,82714,264936,3.2030369707667385
